Vestervangsvej 12|Viborg Markjorder|56.4596428717208|9.39419077219749
Vestervangsvej 47|Viborg Markjorder|56.4600466819765|9.39377758724789
Vestervangsvej 45|Viborg Markjorder|56.459903346613|9.39364693499303
Rughavevej 1|Viborg Markjorder|56.4602773345455|9.39357161333203
Vestervangsvej 43|Viborg Markjorder|56.4597542407361|9.39352271494989
Vævervej 1|Viborg Markjorder|56.4603616123672|9.39600011654103
Rughavevej 3|Viborg Markjorder|56.4603587798861|9.39327322082148
Rughavevej 2A|Viborg Markjorder|56.4610904721887|9.39463028538442
Rughavevej 5|Viborg Markjorder|56.4604344315684|9.39298839832658
Rughavevej 2B|Viborg Markjorder|56.4611253917691|9.39449822855565
Vestervangsvej 8|Viborg Markjorder|56.4595373091926|9.39664387049597
Rughavevej 2C|Viborg Markjorder|56.4611545160539|9.39438039191459
Vestervangsvej 39|Viborg Markjorder|56.4598028019067|9.3927138020967
Rughavevej 7|Viborg Markjorder|56.4605727040555|9.39290219725673
Rughavevej 9|Viborg Markjorder|56.4607045364822|9.39303402842668
Rughavevej 2D|Viborg Markjorder|56.4611777873674|9.39429495012177
Vestervangsvej 37|Viborg Markjorder|56.4596071834904|9.39275137786392
Rughavevej 2E|Viborg Markjorder|56.4612068372712|9.39420048048959
Rughavevej 2F|Viborg Markjorder|56.4611960052135|9.39399005548694
Vestervangsvej 35|Viborg Markjorder|56.4594638511343|9.39261943285964
Vestervangsvej 41|Viborg Markjorder|56.459890113969|9.39237782467601
Rughavevej 11|Viborg Markjorder|56.4609517798513|9.39303593272406
Farvervej 3|Viborg Markjorder|56.4606691623254|9.39692374712183
Vestervangsvej 14|Viborg Markjorder|56.4613116199106|9.39560495374607
Vestervangsvej 33|Viborg Markjorder|56.4593262520183|9.39249274062981
Vestervangsvej 49|Viborg Markjorder|56.4615267447393|9.39485875552377
Rughavevej 13|Viborg Markjorder|56.4610506231729|9.39269032822851
Rughavevej 4|Viborg Markjorder|56.4613476710902|9.39330680810491
Rughavevej 15|Viborg Markjorder|56.4606555980487|9.39214489920365
Vestervangsvej 6|Viborg Markjorder|56.4585810780173|9.39357484286275
Rughavevej 2G|Viborg Markjorder|56.4615473256009|9.39380999181675
Vestervangsvej 4|Viborg Markjorder|56.4584541506411|9.39551878364241
Vestervangsvej 51|Viborg Markjorder|56.4616762662717|9.39485186833749
Rughavevej 17|Viborg Markjorder|56.4607369785065|9.39186597320006
Vestervangsvej 16A|Viborg Markjorder|56.4617599922758|9.39564466739704
Vestervangsvej 31|Viborg Markjorder|56.4593400332542|9.39177045462966
Vestervangsvej 53|Viborg Markjorder|56.4618372770706|9.3948483459289
Farvervej 1|Viborg Markjorder|56.459791388335|9.39810307583086
Vestervangsvej 16B|Viborg Markjorder|56.4618406010995|9.39561045271406
Farvervej 5|Viborg Markjorder|56.4617056787581|9.39644836530663
Farvervej 6|Viborg Markjorder|56.4614216735155|9.397154243026
Vestervangsvej 29|Viborg Markjorder|56.459202441454|9.39164116964571
Vævervej 5|Viborg Markjorder|56.4609883609486|9.39779883119635
Rughavevej 19|Viborg Markjorder|56.4608184013281|9.39157341519543
Vestervangsvej 23|Viborg Markjorder|56.458879905843|9.39181115347412
Egevej 19|Viborg Markjorder|56.4581211598592|9.39354931705633
Rughavevej 21|Viborg Markjorder|56.460956535699|9.39153069703731
Egevej 18|Viborg Markjorder|56.4580626924615|9.39385441983068
Rughavevej 23|Viborg Markjorder|56.461111327821|9.39167574331553
Vestervangsvej 55|Viborg Markjorder|56.4620728328966|9.39490921153777
Vestervangsvej 27|Viborg Markjorder|56.4590648577017|9.39150928937377
Vestervangsvej 25|Viborg Markjorder|56.4589554682087|9.39155359938976
Egevej 17|Viborg Markjorder|56.4579603094588|9.39350221979365
Rughavevej 25|Viborg Markjorder|56.4613472128904|9.39163273291057
Vestervangsvej 19|Viborg Markjorder|56.4584248335488|9.39207193686604
Pilevej 1|Viborg Markjorder|56.457848571662|9.39428642293088
Egevej 16|Viborg Markjorder|56.4578902149299|9.3938474425959
Vestervangsvej 57|Viborg Markjorder|56.4622395976111|9.39490445078963
Vævervej 7A|Viborg Markjorder|56.4611883366071|9.39819623166874
Pilevej 3|Viborg Markjorder|56.4578016969402|9.39456178602126
Rughavevej 6|Viborg Markjorder|56.4618621348001|9.3924487889638
Vestervangsvej 21|Viborg Markjorder|56.4585121070161|9.39174765295457
Farvervej 8A|Viborg Markjorder|56.4619337602171|9.39704858664634
Farvervej 2|Viborg Markjorder|56.4604617332608|9.39885201062739
Vestervangsvej 17|Viborg Markjorder|56.4582407066831|9.39211222924362
Pilevej 5|Viborg Markjorder|56.4577138751543|9.39505610399504
Vestervangsvej 18|Viborg Markjorder|56.4623064337727|9.39558413701973
Egevej 15|Viborg Markjorder|56.4579624018492|9.39284149996742
Farvervej 8B|Viborg Markjorder|56.4619332328662|9.39721345921223
Farvervej 7|Viborg Markjorder|56.4622354555073|9.39620461791824
Rughavevej 27|Viborg Markjorder|56.4614344361066|9.39132400143227
Vestervangsvej 59|Viborg Markjorder|56.4624121183097|9.3948978023306
Farvervej 8C|Viborg Markjorder|56.4619327260711|9.39737184072697
Pilevej 1V|Viborg Markjorder|56.4576240655995|9.39436717598523
Rughavevej 8|Viborg Markjorder|56.4622003835116|9.3927651581741
Egevej 13|Viborg Markjorder|56.4577369843712|9.39321043259356
Rughavevej 29|Viborg Markjorder|56.4610452344648|9.39075332557693
Rughavevej 58|Viborg Markjorder|56.4619783263203|9.39207154622594
Vestervangsvej 15|Viborg Markjorder|56.4581031213584|9.39198099965897
Vævervej 7B|Viborg Markjorder|56.4615963367126|9.39827385135724
Hyldevej 5|Viborg Markjorder|56.4576356595955|9.3961437538969
Pilevej 2C|Viborg Markjorder|56.4575383421417|9.39420142877917
Pilevej 2|Viborg Markjorder|56.4575508037502|9.39389845083144
Egevej 14|Viborg Markjorder|56.4575634168726|9.39354744443684
Pilevej 4|Viborg Markjorder|56.4574743275007|9.39444221243473
Rughavevej 56|Viborg Markjorder|56.4621789213422|9.39227873806772
Pilevej 6|Viborg Markjorder|56.4574618872656|9.39473805027601
Pilevej 2A|Viborg Markjorder|56.4575047868136|9.39390381606329
Hyldevej 7|Viborg Markjorder|56.4575441907864|9.39597729380188
Egevej 11|Viborg Markjorder|56.4576338948951|9.39308085513559
Håndværkervej 2|Viborg Markjorder|56.4621972851426|9.39735318193293
Rughavevej 31|Viborg Markjorder|56.4611207517611|9.39050938566403
Vestervangsvej 61|Viborg Markjorder|56.4626374396094|9.39456064124837
Prinsens Alle 5|Viborg Markjorder|56.4585245338141|9.39868177490065
Vestervangsvej 13|Viborg Markjorder|56.4579540731597|9.39183796996521
Pilevej 2B|Viborg Markjorder|56.4574358550999|9.39388233310693
Vestervangsvej 63|Viborg Markjorder|56.462627770414|9.39398410644054
Farvervej 9|Viborg Markjorder|56.462569173481|9.39613603819222
Hasselgangen 9|Viborg Markjorder|56.4576673450203|9.39702484924816
Egevej 9|Viborg Markjorder|56.4575249815255|9.39297458408962
Håndværkervej 4|Viborg Markjorder|56.4620339267873|9.39808953475588
Vævervej 9B|Viborg Markjorder|56.4618429405319|9.39847506437422
Hasselgangen 12|Viborg Markjorder|56.4577120268365|9.39743681573012
Hyldevej 1V|Viborg Markjorder|56.4574048763051|9.39638928865596
Rughavevej 33|Viborg Markjorder|56.4611963746682|9.39023169196878
Vævervej 9A|Viborg Markjorder|56.4615942653782|9.39891905547135
Egevej 12|Viborg Markjorder|56.4573511761308|9.39338688224056
Hasselgangen 7|Viborg Markjorder|56.4574667308048|9.39682609446711
Egevej 1V|Viborg Markjorder|56.4573691101617|9.39317093451395
Vestervangsvej 2G|Viborg Markjorder|56.4576427457924|9.39210022755232
Rughavevej 16|Viborg Markjorder|56.4626313964779|9.39283971360321
Egevej 7|Viborg Markjorder|56.4573811748639|9.39299257080328
Hasselgangen 10|Viborg Markjorder|56.4575742311271|9.39737306789995
Rughavevej 10|Viborg Markjorder|56.4627055871345|9.39301639623046
Rughavevej 35|Viborg Markjorder|56.4613288852427|9.39014866568955
Rughavevej 37|Viborg Markjorder|56.4614836544904|9.39030149694911
Rughavevej 14|Viborg Markjorder|56.462694658615|9.39283582269031
Hasselgangen 1V|Viborg Markjorder|56.457454266206|9.3971277726978
Egevej 10B|Viborg Markjorder|56.4572245262608|9.39343425170924
Vestervangsvej 11|Viborg Markjorder|56.4581413849024|9.39078712073885
Hasselgangen 5|Viborg Markjorder|56.4573173791721|9.39677975308818
Egevej 10A|Viborg Markjorder|56.4572193748295|9.39324532615026
Rughavevej 12|Viborg Markjorder|56.4627579104826|9.3928351773599
Hasselgangen 8|Viborg Markjorder|56.4574478955138|9.39732177210517
Egevej 5|Viborg Markjorder|56.4572721997949|9.39290577148133
Farvervej 12|Viborg Markjorder|56.4627042990153|9.39703585372361
Rughavevej 20|Viborg Markjorder|56.4628211294892|9.3928449179489
Rughavevej 54A|Viborg Markjorder|56.4627303685152|9.39245319889312
Rughavevej 54|Viborg Markjorder|56.4627421450637|9.39236568645676
Vævervej 11A|Viborg Markjorder|56.4617829778808|9.39924170077818
Hasselgangen 6|Viborg Markjorder|56.4573100955848|9.39725932318943
Rughavevej 18|Viborg Markjorder|56.4628844470753|9.39282350075577
Vestervangsvej 2|Viborg Markjorder|56.4574018914325|9.39189589218475
Egevej 3|Viborg Markjorder|56.4571517681828|9.39280522448632
Egevej 8|Viborg Markjorder|56.4570466628621|9.39331234030457
Toftevej 11|Viborg Markjorder|56.4576173116497|9.39828413855746
Lindevej 24|Viborg Markjorder|56.4570766279027|9.39654553489782
Vestervangsvej 9|Viborg Markjorder|56.4579291916439|9.39061034554586
Rughavevej 52|Viborg Markjorder|56.4628742673018|9.39240599725931
Vestervangsvej 1A|Viborg Markjorder|56.4575129883243|9.39131029423767
Rughavevej 28|Viborg Markjorder|56.4629826001756|9.39269598345254
Vestervangsvej 67|Viborg Markjorder|56.4631350041365|9.39359467682624
